id,question,level_1_knowledge,level_2_knowledge,level_3_knowledge,level_4_knowledge,level_5_knowledge,level_6_knowledge,level_7_knowledge,level_8_knowledge,level_9_knowledge
2919,如图，$E$、$F$、$G$、$H$分别是四边形$ABCD$边$AB$、$BC$、$CD$、$AD$的中点，若中点四边形$EFGH$是矩形，则需要满足的条件正确的是（    ）,029210400000000,029210401100000,029210401110000,029210400000000,029210408000000,029210408060000,029210300000000,029210301000000,029210301010000
2920,如图，点$O$为矩形$ABCD$的对角线的交点，点$E$从点$A$出发沿$AB$向点$B$运动，移动到点$B$停止，延长$EO$交$CD$于点$F$，则四边形$AECF$形状的变化依次为（    ）,029210400000000,029210408000000,029210408060000,029210400000000,029210408000000,029210408020000,029210300000000,029210301000000,029210301010000
2921,如图，在矩形$ABCD$中，$O$为$AC$中点，$EF$过$O$点且$EF⊥AC$ 分别交$DC$于$F$，交$AB$于$E$，点$G$是$AE$中点且$∠AOG=30°$，则下列结论正确的个数为（   ）,029210400000000,029210408000000,029210408060000,029210400000000,029210408000000,029210408020000,029210400000000,029210401000000,029210401010000
2922,如图，菱形纸片$ABCD$中，$∠A=60°$，折叠菱形纸片$ABCD$，使点$C$落在$DP$（$P$为$AB$中点）所在的直线上，得到经过点$D$的折痕$DE$．则$∠DEC$的大小为（    ）,029210400000000,029210408000000,029210408040000,029210300000000,029210301000000,029210301010000,029210300000000,029210301000000,029210301070000
2923,如图，矩形$A1B1C1D1$的面积是4，顺次连接各边中点得到四边形$A2B2C2D2$，再顺次连接四边形$A2B2C2D2$的各边中点得到四边形$A3B3C3D3$……以此类推，则四边形$AnBnCnDn$的面积是（       ）,029210400000000,029210408000000,029210408060000,029210300000000,029210301000000,029210301010000,029210400000000,029210401100000,029210401110000
2924,菱形的周长为4，一个内角为60°，则较短的对角线长为          ．,029210400000000,029210408000000,029210408040000,029210400000000,029210401000000,029210401010000,029210300000000,029210301000000,029210301010000
2925,如图，$∠MEN=90°$，矩形$ABCD$的顶点$B$，$C$分别是$∠MEN$两边上的动点，已知$BC=10$，$CD=5$，请完成下列探究：,029210400000000,029210408000000,029210408060000,029210300000000,029210301000000,029210301010000,029210400000000,029210401000000,029210401010000
2926,如图，在菱形$ABCD$中，$∠A=60°$，$AB=2$，$E$、$F$是$AB$，$BC$上两个动点，且$AE=BF$，$EF$的最小值为      ．,029210400000000,029210408000000,029210408040000,029210400000000,029210404100000,029210404100000,029210300000000,029210301000000,029210301010000
2927,如图，在平面直角坐标系中，直线$l:y=x-1$与$x$轴交于点$A$，依次作正方形$A1B1C1O$，正方形$A2B2C2C1……$，正方形$AnBnCnCn-1$，使得点$A1A2A3$……在直线$l$上，点$C1C2C3$……在$y$轴的正半轴上，则点$B20$的坐标是         ．,029210300000000,029210303000000,029210303040000,029210300000000,029210301000000,029210301010000,029210400000000,029210408000000,029210408050000
2928,如图，在平行四边形$ABCD$中，对角线$AC$与$BD$相交于点$O$，点$E$，$F$分别为$OB$，$OD$的中点，延长$AE$至$G$，使$EG=AE$，连接$CG$．求证：,029210400000000,029210408000000,029210408020000,029210300000000,029210301000000,029210301010000,029210400000000,029210405000000,029210405040000
2929,对一张矩形纸片$ABCD$进行折叠，具体操作如下：,029210400000000,029210408000000,029210408060000,029210300000000,029210301000000,029210301070000,029210300000000,029210301000000,029210301010000
2930,下列图形中，一定是中心对称但不一定是轴对称图形的是（????）,029210300000000,029210303000000,029210303060000,029210300000000,029210303000000,029210303070000,029210300000000,029210301000000,029210301010000
2931,矩形具有而菱形不具有的性质是（????）,029210400000000,029210408000000,029210408060000,029210300000000,029210301000000,029210301010000,029210400000000,029210401100000,029210401110000
2932,"如图所示，点$O$是菱形$ABCD$对角线的交点，$CE∥BD$，$EB∥AC$,连接$OE$，交$BC$于$F$．",029210400000000,029210408000000,029210408040000,029210300000000,029210301000000,029210301010000,029210400000000,029210408000000,029210408020000
2933,"已知：如图，在菱形$ABCD$中，点$E$，$O$，$F$分别为$AB$,$AC$,$AD$的中点，连接$CE$,$CF$,$OE$,$OF$．",029210400000000,029210408000000,029210408040000,029210300000000,029210301000000,029210301010000,029210400000000,029210401100000,029210401110000
2934,如图，在菱形$ABCD$中，对角线$AC$，$BD$相交于点$O$，$∠ABD=30°$， $BD=2(3)^1/2$，则$AB$的长为（　　）,029210400000000,029210408000000,029210408040000,029210400000000,029210401000000,029210401010000,029210400000000,029210406000000,029210406010000
2935,如图，菱形$ABCD$对角线$AC$、$BD$相交于点$O$，点$E$在$AC$上，$CE=CD$，$AC=16$，$CD=10$，则$DE$的长为（　　）,029210400000000,029210408000000,029210408040000,029210300000000,029210301000000,029210301010000,029210400000000,029210408000000,029210408020000
2936,如图，在菱形$ABCD$中，对角线$AC$，$BD$相交于点$O$，$E$为$AD$的中点，且$OE=3$，则菱形$ABCD$的周长为（　　）,029210400000000,029210408000000,029210408040000,029210300000000,029210301000000,029210301010000,029210400000000,029210401100000,029210401110000
2937,"如图，已知矩形$ABCD$的对角线$AC$的长为$10cm$,连结矩形各边中点$E$、$F$、$G$、$H$得四边形$EFGH$，则四边形$EFGH$的周长为（　　）$cm$.",029210400000000,029210408000000,029210408060000,029210300000000,029210301000000,029210301010000,029210400000000,029210401100000,029210401110000
2938,如图，在四边形$ABCD$中，$E$，$F$，$G$，$H$分别是边$AB$，$BC$，$CD$，$DA$的中点．要使四边形$EFGH$为菱形，可以添加的一个条件是（　　）,029210400000000,029210401100000,029210401110000,029210400000000,029210408000000,029210408040000,029210300000000,029210301000000,029210301010000
2939,在$?ABCD$中，$AC=4$，$BD=4$，若$E$、$F$、$G$、$H$分别为$?ABCD$各边中点，则四边形$EFGH$的形状为（　　）,029210400000000,029210401100000,029210401110000,029210400000000,029210408000000,029210408020000,029210300000000,029210301000000,029210301010000
2940,如图，菱形$ABCD$中，$∠B=60°$，点$P$从点$B$出发，沿折线$BC-CD$方向移动，移动到点$D$停止．在$△ABP$形状的变化过程中，依次出现的特殊三角形是（　　）,029210400000000,029210408000000,029210408040000,029210400000000,029210401000000,029210401010000,029210300000000,029210301000000,029210301010000
2941,如图，在$?ABCD$中对角线$AC$、$BD$交于点$O$，并且$∠DAC=60°$，$∠ADB=15°$．点$E$是$AD$边上一个动点，延长$EO$交$BC$于点$F$，当点$E$从$D$点向$A$点移动过程中（点$E$与点$D$，$A$不重合），则四边形$AFCE$的变化是（　　）,029210400000000,029210408000000,029210408020000,029210300000000,029210301000000,029210301010000,029210400000000,029210401000000,029210401010000
2942,如图是由边长为2的三个菱形组成的伸缩衣架，每个菱形的内角变化范围是60°到120°，则伸缩衣架的长度l的变化范围是（　　）,029210400000000,029210408000000,029210408040000,029210400000000,029210401000000,029210401010000,029210300000000,029210303000000,029210303090000
2943,在矩形$ABCD$中，对角线$AC$、$BD$相交于点$O$，$AE$平分$∠BAD$交$BC$于点$E$，$∠CAE=15°$．连接$OE$，则下面的结论：①$△DOC$是等边三角形；②$△BOE$是等腰三角形；③$BC=2AB$；④$S?△AOE=S?△COE$，其中正确的结论有（　　）,029210400000000,029210408000000,029210408060000,029210300000000,029210301000000,029210301010000,029210400000000,029210406000000,029210406000000
2944,如图，在矩形$ABCD$中，$AE=CF=1$，连接$EF$，$BF$，$EF$与对角线$AC$交于点$O$，且$BE=BF$，$∠BEF=2∠BAC$，有下列三个结论：①$OE=OF$；②$BF⊥AC$；③$AB=3$．其中，正确的是（　　）,029210400000000,029210408000000,029210408060000,029210300000000,029210301000000,029210301010000,029210400000000,029210401000000,029210401010000
2945,如图，矩形$ABCD$中，$O$为$AC$中点，过点$O$的直线分别与$AB$，$CD$交于点$E$，$F$，连结$BF$，交$AC$于点$M$，连结$DE$，$BO$．若$∠BOC=60°$，$FO=FC$，则下列结论：①$AE=CF$；②四边形$BFDE$是菱形；③$BF$垂直平分线段$OC$；④$BE=3AE$．其中正确结论的个数是（　　）,029210400000000,029210408000000,029210408060000,029210300000000,029210301000000,029210301010000,029210400000000,029210408000000,029210408040000
2946,如图，将菱形$ABCD$沿$AE$折叠，点$B$的对应点为$F$．若$E$、$F$、$D$刚好在同一直线上，设$∠ABE=α$，$∠BAE=β$，$∠C=γ$，则关系正确的是（　　）,029210400000000,029210408000000,029210408040000,029210300000000,029210301000000,029210301070000,029210300000000,029210301000000,029210301010000
2947,将矩形纸片$ABCD$按如图所示的方式折叠，恰好得到菱形$AECF$．若$AD=3^1/2$，则菱形$AECF$的面积为（　　）,029210400000000,029210408000000,029210408040000,029210400000000,029210402000000,029210402020000,029210300000000,029210301000000,029210301010000
2948,在菱形$ABCD$中，过点$A$作$AE$与边$BC$垂直于点$E$，将$△ABE$沿直线$AE$折叠，若点$B$恰好落在线段$EC$上（不与$E$，$C$重合），则$∠B$的度数可以是（　　）,029210400000000,029210408000000,029210408040000,029210400000000,029210401000000,029210401010000,029210300000000,029210301000000,029210301070000
2949,如图，是一组由菱形和矩形组成的图案，第1个图中菱形的面积为$S$（$S$为常数），第2个图中阴影部分是由连接菱形各边中点得到的矩形和再连接矩形各边中点得到的菱形产生的，依此类推…，则第2020个图中阴影部分的面积可以用含$S$的代数式表示为（　　）（$S≥2$且$S$是正整数）,029210400000000,029210408000000,029210408040000,029210300000000,029210301000000,029210301010000,029210400000000,029210408000000,029210408060000
2950,如图，将正方形（图①）作如下操作：第1次，分别连接各边中点，得到5个正方形（图②）；第2次将图②中左上角的正方形按上述方法再分割得到9个正方形（图③），…，以此类推，若要得到2033个正方形，则需要操作（　　）次．,029210400000000,029210408000000,029210408050000,029210300000000,029210301000000,029210301010000,029210300000000,029210301000000,029210301070000
2951,如图，在矩形$ABCD$中，$AB=6$，$AD=8$，顺次连接各边中点得到四边形$A?1B?1C?1D?1$，再顺次连接四边形$A?1B?1C?1D?1$各边中点得到四边形$A?2B?2C?2D?2$…依此类推，则四边形$A?9B?9C?9D?9$的周长为（　　）,029210400000000,029210408000000,029210408060000,029210300000000,029210301000000,029210301010000,029210400000000,029210401100000,029210401110000
2952,"菱形的一条对角线长为$6cm$,面积是$6cm^2$，则菱形的另一条对角线长为",029210400000000,029210408000000,029210408090000,029210400000000,029210408100000,029210408100000,029210400000000,029210408200000,029210408250000
2953,已知菱形的周长为40，一条对角线长为12，则这个菱形的面积是,029210400000000,029210408000000,029210408090000,029210400000000,029210408100000,029210408100000,029210400000000,029210408200000,029210408250000
2954,如图，已知菱形$ABCD$的边长为4，$∠BCD=120°$，则点$A$到$BD$的距离等于,029210400000000,029210408000000,029210408090000,029210400000000,029210408100000,029210408100000,029210400000000,029210408200000,029210408250000
2955,已知边长为6的等边三角形$ABC$，两顶点$A$、$B$分别在直角墙面上滑动，连接$OC$，则$OC$的长的最大值是,029210400000000,029210407000000,029210407060000,029210400000000,029210407000000,029210407070000,029210400000000,029210407000000,029210407080000
2956,如图，在四边形$ABCD$中，$∠ABC=∠ADC=90°$，$AB$与$CD$不平行，$AC=10$，$O$为$AC$中点，则$△OBD$面积的最大值为,029210400000000,029210408200000,029210408240000,029210400000000,029210408000000,029210408080000,029210400000000,029210404100000,029210404120000
2957,如图，$∠MON=90°$，$△ABC$的顶点$A$、$B$分别在$OM$、$ON$上，当$A$点从$O$点出发沿着$OM$向右运动时，同时点$B$在$ON$上运动，连接$OC$．若$AC=4$，$BC=3$，$AB=5$，则$OC$的长度的最大值是,029210400000000,029210405000000,029210405050000,029210400000000,029210404000000,029210404070000,029210400000000,029210404100000,029210404120000
